SL.NO,All India Rank,Course Code,Name of the College Allotted.,Course Name,Allotted Category,Course_fees,Status,Exam year,Counselling Type,State,Round,District
3986,27142,M61GD4,"Kodagu Institute of Medical Sciences, Madikeri",M.D. Anaesthesia,1G,124150.0,Allotted,2024,State Cousnselling,Karnataka,Round 2,Kodagu
3987,27189,M46GD2,"B G S Global Institute of Medical Sciences,Bangalore",M.S. ENT,GM,783858.0,Allotted,2024,State Cousnselling,Karnataka,Round 2,Bangalore
3988,27196,M18GC4,"Adichunchanagiri Institute of Medical Sciences ,B.G Nagar,Nagamangal Tq,Bellur, Mandya Dist. (P)",M.D. General Medicine,SCG,783858.0,Allotted,2024,State Cousnselling,Karnataka,Round 2,Mandya
3989,27226,M31GC6,"A.J.Institute of Medical Sciences ,NH 17, Kuntikana,Mangalore",M.D. Psychiatry,GM,783858.0,Allotted,2024,State Cousnselling,Karnataka,Round 2,Mangalore
3990,27227,M08GC4,"Shimoga Institute of Medical Sciences ,Sagar Road,Shimoga",M.D. General Medicine,STG,124150.0,Allotted,2024,State Cousnselling,Karnataka,Round 2,Shimoga
3991,27229,M48PC4,"St. Johns Medical College,Johnnagar, Sarjapur Road,Bangalore",M.D. General Medicine,RC2,1240775.0,Allotted,2024,State Cousnselling,Karnataka,Round 2,Bangalore
3992,27237,M08GD6,"Shimoga Institute of Medical Sciences ,Sagar Road,Shimoga",M.S. Obstetrics and Gynecology,SCG,124150.0,Allotted,2024,State Cousnselling,Karnataka,Round 2,Shimoga
3993,27276,M14PD1,"Jaya Jagadguru Murugharajendra Medical College ,Davangere",M.S. Opthalamology,GMP,1388744.0,Allotted,2024,State Cousnselling,Karnataka,Round 2,Davangere
3994,27318,M27PC7,"Sri Dharmasthala Manjunatheshwara Medical college ,Manjushree Nagar,Sattur,Dharwad (P)",M.D. Respiratory Medicine,GMP,1115750.0,Allotted,2024,State Cousnselling,Karnataka,Round 2,Dharwad
3995,27328,M17GD3,"Mahadevappa Rampure Medical College ,M R Marga,Gulbarga",M.S. Orthopedics,3AG,783858.0,Allotted,2024,State Cousnselling,Karnataka,Round 2,Gulbarga
3996,27354,M25PD1,"Father Muller Institute of Med. Education and Research ,Father Muller Road,Kankanady,Mangalore",M.S. Opthalamology,OPN,1388744.0,Allotted,2024,State Cousnselling,Karnataka,Round 2,Mangalore
3997,27355,M26PD5,"Vydehi Institute of Medical Science and Research Centre ,No. 82,EPIP Area, Nallurahalli,Mahadevpura, White Field Road,Bangalore",M.S. General Surgery,GMP,1388744.0,Allotted,2024,State Cousnselling,Karnataka,Round 2,Bangalore
3998,27405,M23GD5,"Sri Basaveshwara Medical College and Hospital ,NH-4, S.J.M Campus,Chitradurga",M.S. General Surgery,3AG,783858.0,Allotted,2024,State Cousnselling,Karnataka,Round 2,Chitradurga
3999,27459,M28PC3,"M.V.J.Medical College and Research Hospital ,30th KM, NH 4,Hoskote,Channasandra, Bangalore",M.D. Paediatrics,MA,1388744.0,Allotted,2024,State Cousnselling,Karnataka,Round 2,Bangalore
4000,27517,M04GC3,"Vijayanagar Institute of Medical Sciences ,Bellary",M.D. Paediatrics,SCH,124150.0,Allotted,2024,State Cousnselling,Karnataka,Round 2,Bellary
4001,27522,M21PD5,"Shymanuru Shivashankarappa Institute Of Medical Sciences ,NH-4 Bypass Road,Davangere",M.S. General Surgery,GMP,1388744.0,Allotted,2024,State Cousnselling,Karnataka,Round 2,Davangere
4002,27535,M06GD1,"Belgaum Institute of Medical Sciences ,Dr B R Ambedkar Road,Belgaum",M.S. Opthalamology,2AG,124150.0,Allotted,2024,State Cousnselling,Karnataka,Round 2,Belgaum
4003,27558,M06GC6,"Belgaum Institute of Medical Sciences ,Dr B R Ambedkar Road,Belgaum",M.D. Psychiatry,3BH,124150.0,Allotted,2024,State Cousnselling,Karnataka,Round 2,Belgaum
4004,27572,M10GD1,"Bidar Institute of Medical Sciences ,Udgir Road,Bidar",M.S. Opthalamology,2AG,124150.0,Allotted,2024,State Cousnselling,Karnataka,Round 2,Bidar
4005,27579,M46PD5,"B G S Global Institute of Medical Sciences,Bangalore",M.S. General Surgery,OPN,1388744.0,Allotted,2024,State Cousnselling,Karnataka,Round 2,Bangalore
4006,27582,M46PD5,"B G S Global Institute of Medical Sciences,Bangalore",M.S. General Surgery,OPN,1388744.0,Allotted,2024,State Cousnselling,Karnataka,Round 2,Bangalore
4007,27591,M31GD4,"A.J.Institute of Medical Sciences ,NH 17, Kuntikana,Mangalore",M.D. Anaesthesia,2AG,783858.0,Allotted,2024,State Cousnselling,Karnataka,Round 2,Mangalore
4008,27596,M58PD6,"Kanachur Institute of Medical Science and Research Centre,Mangalore",M.S. Obstetrics and Gynecology,MM,1388744.0,Allotted,2024,State Cousnselling,Karnataka,Round 2,Mangalore
4009,27597,M21PD3,"Shymanuru Shivashankarappa Institute Of Medical Sciences ,NH-4 Bypass Road,Davangere",M.S. Orthopedics,GMP,1388744.0,Allotted,2024,State Cousnselling,Karnataka,Round 2,Davangere
4010,27617,M24GD3,"Al-Ameen Medical College ,Athani Road,Bijapur",M.S. Orthopedics,GM,783858.0,Allotted,2024,State Cousnselling,Karnataka,Round 2,bijapur
4011,27618,M48PD2,"St. Johns Medical College,Johnnagar, Sarjapur Road,Bangalore",M.S. ENT,RC3,1205775.0,Allotted,2024,State Cousnselling,Karnataka,Round 2,Bangalore
4012,27669,M16PC9,"Kempegowda Institute of Medical Sciences ,B.S.K II Stage,Bangalore",M.D Emergency Medicine,OPN,1388744.0,Allotted,2024,State Cousnselling,Karnataka,Round 2,Bangalore
4013,27670,M53PD3,"The Oxford Medical College Hospital and Research Center,Bangalore",M.S. Orthopedics,OPN,1388744.0,Allotted,2024,State Cousnselling,Karnataka,Round 2,Bangalore
4014,27738,M53GD3,"The Oxford Medical College Hospital and Research Center,Bangalore",M.S. Orthopedics,GM,783858.0,Allotted,2024,State Cousnselling,Karnataka,Round 2,Bangalore
4015,27756,M16PD4,"Kempegowda Institute of Medical Sciences ,B.S.K II Stage,Bangalore",M.D. Anaesthesia,OPN,1388744.0,Allotted,2024,State Cousnselling,Karnataka,Round 2,Bangalore
4016,27777,M09GB2,"Raichur Institute of Medical Sciences ,Hyderabad Road,Raichur",M.D. Pathology,GM,69150.0,Allotted,2024,State Cousnselling,Karnataka,Round 2,Raichur
4017,27803,M20GC9,"Dr. B.R. Ambedkar Medical College ,Kadugondanahalli,Bangalore",M.D Emergency Medicine,GM,783858.0,Allotted,2024,State Cousnselling,Karnataka,Round 2,Bangalore
4018,27806,M17GC1,"Mahadevappa Rampure Medical College ,M R Marga,Gulbarga",M.D. Dermatology,2BH,783858.0,Allotted,2024,State Cousnselling,Karnataka,Round 2,Gulbarga
4019,27821,M59GD3,"Subbaiah Institute of Medical Science,Shimoga",M.S. Orthopedics,GM,783858.0,Allotted,2024,State Cousnselling,Karnataka,Round 2,Shimoga
4020,27823,M17PD5,"Mahadevappa Rampure Medical College ,M R Marga,Gulbarga",M.S. General Surgery,GMP,1388744.0,Allotted,2024,State Cousnselling,Karnataka,Round 2,Gulbarga
4021,27857,M26PD3,"Vydehi Institute of Medical Science and Research Centre ,No. 82,EPIP Area, Nallurahalli,Mahadevpura, White Field Road,Bangalore",M.S. Orthopedics,GMP,1388744.0,Allotted,2024,State Cousnselling,Karnataka,Round 2,Bangalore
4022,27865,M27PD3,"Sri Dharmasthala Manjunatheshwara Medical college ,Manjushree Nagar,Sattur,Dharwad (P)",M.S. Orthopedics,OPN,2545150.0,Allotted,2024,State Cousnselling,Karnataka,Round 2,Dharwad
4023,27866,M43GC4,"Sapthagiri Institute of Medical Sciences ,Bangalore",M.D. General Medicine,SCG,809608.0,Allotted,2024,State Cousnselling,Karnataka,Round 2,Bangalore
4024,27910,M18PC5,"Adichunchanagiri Institute of Medical Sciences ,B.G Nagar,Nagamangal Tq,Bellur, Mandya Dist. (P)",M.D. Radio Diagnosis,OPN,5015750.0,Allotted,2024,State Cousnselling,Karnataka,Round 2,Mandya
4025,27931,M03GD2,"Karnataka Institute of Medical Sciences ,Hubli, Dharwad",M.S. ENT,SCG,124150.0,Allotted,2024,State Cousnselling,Karnataka,Round 2,Dharwad
4026,27939,M09GD6,"Raichur Institute of Medical Sciences ,Hyderabad Road,Raichur",M.S. Obstetrics and Gynecology,SCH,124150.0,Allotted,2024,State Cousnselling,Karnataka,Round 2,Raichur
4027,28022,M55GD1,"Gulbarga Institute of Medical Sciences, Gulbarga",M.S. Opthalamology,2AG,124150.0,Allotted,2024,State Cousnselling,Karnataka,Round 2,Gulbarga
4028,28046,M52PD5,"Akash Institute of Medical Sciences and Research Centre,Bangalore",M.S. General Surgery,OPN,1388744.0,Allotted,2024,State Cousnselling,Karnataka,Round 2,Bangalore
4029,28147,M43GD5,"Sapthagiri Institute of Medical Sciences ,Bangalore",M.S. General Surgery,3BG,809608.0,Allotted,2024,State Cousnselling,Karnataka,Round 2,Bangalore
4030,28180,M23GC9,"Sri Basaveshwara Medical College and Hospital ,NH-4, S.J.M Campus,Chitradurga",M.D Emergency Medicine,GM,783858.0,Allotted,2024,State Cousnselling,Karnataka,Round 2,Chitradurga
4031,28182,M30GD3,"Navodaya Medical College ,PB No.26,Navodaya Nagar,Raichur",M.S. Orthopedics,GM,783858.0,Allotted,2024,State Cousnselling,Karnataka,Round 2,Raichur
4032,28192,M20PD5,"Dr. B.R. Ambedkar Medical College ,Kadugondanahalli,Bangalore",M.S. General Surgery,GMP,1388744.0,Allotted,2024,State Cousnselling,Karnataka,Round 2,Bangalore
4033,28292,M18GD4,"Adichunchanagiri Institute of Medical Sciences ,B.G Nagar,Nagamangal Tq,Bellur, Mandya Dist. (P)",M.D. Anaesthesia,GM,783858.0,Allotted,2024,State Cousnselling,Karnataka,Round 2,Mandya
4034,28306,M06GC3,"Belgaum Institute of Medical Sciences ,Dr B R Ambedkar Road,Belgaum",M.D. Paediatrics,SCG,124150.0,Allotted,2024,State Cousnselling,Karnataka,Round 2,Belgaum
4035,28311,M26GD4,"Vydehi Institute of Medical Science and Research Centre ,No. 82,EPIP Area, Nallurahalli,Mahadevpura, White Field Road,Bangalore",M.D. Anaesthesia,2AG,783858.0,Allotted,2024,State Cousnselling,Karnataka,Round 2,Bangalore
4036,28383,M47GD4,"Srinivas Institute of Medical Science and Research Centre,Shrinivasanagara,Mukka, Surathkal,Mangalore",M.D. Anaesthesia,GM,808858.0,Allotted,2024,State Cousnselling,Karnataka,Round 2,Mangalore
4037,28385,M43GD3,"Sapthagiri Institute of Medical Sciences ,Bangalore",M.S. Orthopedics,2BG,809608.0,Allotted,2024,State Cousnselling,Karnataka,Round 2,Bangalore
4038,28430,M31GD1,"A.J.Institute of Medical Sciences ,NH 17, Kuntikana,Mangalore",M.S. Opthalamology,GM,783858.0,Allotted,2024,State Cousnselling,Karnataka,Round 2,Mangalore
4039,28437,M48PD4,"St. Johns Medical College,Johnnagar, Sarjapur Road,Bangalore",M.D. Anaesthesia,GMP,1240775.0,Allotted,2024,State Cousnselling,Karnataka,Round 2,Bangalore
4040,28475,M46GD4,"B G S Global Institute of Medical Sciences,Bangalore",M.D. Anaesthesia,GM,783858.0,Allotted,2024,State Cousnselling,Karnataka,Round 2,Bangalore
4041,28479,M58PC7,"Kanachur Institute of Medical Science and Research Centre,Mangalore",M.D. Respiratory Medicine,GMP,1388744.0,Allotted,2024,State Cousnselling,Karnataka,Round 2,Mangalore
4042,28490,M18GD2,"Adichunchanagiri Institute of Medical Sciences ,B.G Nagar,Nagamangal Tq,Bellur, Mandya Dist. (P)",M.S. ENT,GM,783858.0,Allotted,2024,State Cousnselling,Karnataka,Round 2,Mandya
4043,28573,M05GD2,"Mandya Institute of Medical Sciences ,District Hospital,Mandya",M.S. ENT,2AG,124150.0,Allotted,2024,State Cousnselling,Karnataka,Round 2,Mandya
4044,28576,M14GC3,"Jaya Jagadguru Murugharajendra Medical College ,Davangere",M.D. Paediatrics,SCG,783858.0,Allotted,2024,State Cousnselling,Karnataka,Round 2,Davangere
4045,28585,M62GD6,"Chamarajanagar Institute of Medical Sciences, Chamarajanagar",M.S. Obstetrics and Gynecology,SCG,124150.0,Allotted,2024,State Cousnselling,Karnataka,Round 2,Chamarajanagar
4046,28659,M20GD4,"Dr. B.R. Ambedkar Medical College ,Kadugondanahalli,Bangalore",M.D. Anaesthesia,GM,783858.0,Allotted,2024,State Cousnselling,Karnataka,Round 2,Bangalore
4047,28661,M25PD3,"Father Muller Institute of Med. Education and Research ,Father Muller Road,Kankanady,Mangalore",M.S. Orthopedics,MC,1388744.0,Allotted,2024,State Cousnselling,Karnataka,Round 2,Mangalore
4048,28739,M14GC1,"Jaya Jagadguru Murugharajendra Medical College ,Davangere",M.D. Dermatology,STG,783858.0,Allotted,2024,State Cousnselling,Karnataka,Round 2,Davangere
4049,28748,M26PD5,"Vydehi Institute of Medical Science and Research Centre ,No. 82,EPIP Area, Nallurahalli,Mahadevpura, White Field Road,Bangalore",M.S. General Surgery,ME,1388744.0,Allotted,2024,State Cousnselling,Karnataka,Round 2,Bangalore
4050,28769,M02GB4,"Mysore Medical College and Research Institute,Irvin Road,Mysore",M.D. Community Medicine,GM,69150.0,Allotted,2024,State Cousnselling,Karnataka,Round 2,Mysore
4051,28773,M22GD3,"S. Nijalingappa Medical College and Research Centre ,B.V.V. Sanga,Navanagara,Bagalkot",M.S. Orthopedics,2AG,783858.0,Allotted,2024,State Cousnselling,Karnataka,Round 2,Bagalkot
4052,28792,M43GD4,"Sapthagiri Institute of Medical Sciences ,Bangalore",M.D. Anaesthesia,GM,809608.0,Allotted,2024,State Cousnselling,Karnataka,Round 2,Bangalore
4053,28815,M52GD3,"Akash Institute of Medical Sciences and Research Centre,Bangalore",M.S. Orthopedics,GM,783858.0,Allotted,2024,State Cousnselling,Karnataka,Round 2,Bangalore
4054,28827,M48PC1,"St. Johns Medical College,Johnnagar, Sarjapur Road,Bangalore",M.D. Dermatology,RC2,1280775.0,Allotted,2024,State Cousnselling,Karnataka,Round 2,Bangalore
4055,28888,M43GD4,"Sapthagiri Institute of Medical Sciences ,Bangalore",M.D. Anaesthesia,GM,809608.0,Allotted,2024,State Cousnselling,Karnataka,Round 2,Bangalore
4056,28957,M01GD3,"Bangalore Medical College and Research Institute ,Fort, K.R Road,Bangalore",M.S. Orthopedics,SCG,124150.0,Allotted,2024,State Cousnselling,Karnataka,Round 2,Bangalore
4057,28964,M31PD5,"A.J.Institute of Medical Sciences ,NH 17, Kuntikana,Mangalore",M.S. General Surgery,GMPH,1388744.0,Allotted,2024,State Cousnselling,Karnataka,Round 2,Mangalore
4058,28970,M31PD5,"A.J.Institute of Medical Sciences ,NH 17, Kuntikana,Mangalore",M.S. General Surgery,MU,1388744.0,Allotted,2024,State Cousnselling,Karnataka,Round 2,Mangalore
4059,28990,M31PD3,"A.J.Institute of Medical Sciences ,NH 17, Kuntikana,Mangalore",M.S. Orthopedics,MU,1388744.0,Allotted,2024,State Cousnselling,Karnataka,Round 2,Mangalore
4060,28995,M54GD3,"Shridevi Institute of Medical Sciences and Research Hospital,Tumkur",M.S. Orthopedics,GM,783858.0,Allotted,2024,State Cousnselling,Karnataka,Round 2,Tumkur
4061,29067,M53PD5,"The Oxford Medical College Hospital and Research Center,Bangalore",M.S. General Surgery,OPN,1388744.0,Allotted,2024,State Cousnselling,Karnataka,Round 2,Bangalore
4062,29069,M25GC6,"Father Muller Institute of Med. Education and Research ,Father Muller Road,Kankanady,Mangalore",M.D. Psychiatry,SCG,783858.0,Allotted,2024,State Cousnselling,Karnataka,Round 2,Mangalore
4063,29081,M19PD3,"K.Venkataramana Gowda Medical College and Hospital ,Kurunjibag,Dakshina Kannada,Sullia",M.S. Orthopedics,OPN,1388744.0,Allotted,2024,State Cousnselling,Karnataka,Round 2,Dakshina Kannada
4064,29139,M31PC6,"A.J.Institute of Medical Sciences ,NH 17, Kuntikana,Mangalore",M.D. Psychiatry,GMP,1388744.0,Allotted,2024,State Cousnselling,Karnataka,Round 2,Mangalore
4065,29170,M50GD2,"Gadag Institute of Medical Sciences,MULGUND ROAD,GADAG",M.S. ENT,2AG,124150.0,Allotted,2024,State Cousnselling,Karnataka,Round 2,Gadag
4066,29191,M43GD4,"Sapthagiri Institute of Medical Sciences ,Bangalore",M.D. Anaesthesia,GM,809608.0,Allotted,2024,State Cousnselling,Karnataka,Round 2,Bangalore
4067,29254,M52PC3,"Akash Institute of Medical Sciences and Research Centre,Bangalore",M.D. Paediatrics,ME,1388744.0,Allotted,2024,State Cousnselling,Karnataka,Round 2,Bangalore
4068,29289,M28PD5,"M.V.J.Medical College and Research Hospital ,30th KM, NH 4,Hoskote,Channasandra, Bangalore",M.S. General Surgery,OPN,1388744.0,Allotted,2024,State Cousnselling,Karnataka,Round 2,Bangalore
4069,29378,M48PC5,"St. Johns Medical College,Johnnagar, Sarjapur Road,Bangalore",M.D. Radio Diagnosis,RC2,1280775.0,Allotted,2024,State Cousnselling,Karnataka,Round 2,Bangalore
4070,29380,M20PD3,"Dr. B.R. Ambedkar Medical College ,Kadugondanahalli,Bangalore",M.S. Orthopedics,OPN,1388744.0,Allotted,2024,State Cousnselling,Karnataka,Round 2,Bangalore
4071,29437,M22PD5,"S. Nijalingappa Medical College and Research Centre ,B.V.V. Sanga,Navanagara,Bagalkot",M.S. General Surgery,OPN,1388744.0,Allotted,2024,State Cousnselling,Karnataka,Round 2,Bagalkot
4072,29447,M17PD5,"Mahadevappa Rampure Medical College ,M R Marga,Gulbarga",M.S. General Surgery,GMP,1388744.0,Allotted,2024,State Cousnselling,Karnataka,Round 2,Gulbarga
4073,29458,M16PC9,"Kempegowda Institute of Medical Sciences ,B.S.K II Stage,Bangalore",M.D Emergency Medicine,GMP,1388744.0,Allotted,2024,State Cousnselling,Karnataka,Round 2,Bangalore
4074,29493,M28GD2,"M.V.J.Medical College and Research Hospital ,30th KM, NH 4,Hoskote,Channasandra, Bangalore",M.S. ENT,GM,783858.0,Allotted,2024,State Cousnselling,Karnataka,Round 2,Bangalore
4075,29553,M59GD5,"Subbaiah Institute of Medical Science,Shimoga",M.S. General Surgery,3BG,783858.0,Allotted,2024,State Cousnselling,Karnataka,Round 2,Shimoga
4076,29596,M35GD1,"Jagadguru Sri Shivarathreeswara Medical College ,Sri Shivarathreeshwara Nagar,Mysore (D)",M.S. Opthalamology,2AG,783858.0,Allotted,2024,State Cousnselling,Karnataka,Round 2,Mysore
4077,29661,M46PD5,"B G S Global Institute of Medical Sciences,Bangalore",M.S. General Surgery,GMP,1388744.0,Allotted,2024,State Cousnselling,Karnataka,Round 2,Bangalore
4078,29671,M01GD4,"Bangalore Medical College and Research Institute ,Fort, K.R Road,Bangalore",M.D. Anaesthesia,SCG,124150.0,Allotted,2024,State Cousnselling,Karnataka,Round 2,Bangalore
4079,29706,M43GD1,"Sapthagiri Institute of Medical Sciences ,Bangalore",M.S. Opthalamology,GM,809608.0,Allotted,2024,State Cousnselling,Karnataka,Round 2,Bangalore
4080,29742,M23PD3,"Sri Basaveshwara Medical College and Hospital ,NH-4, S.J.M Campus,Chitradurga",M.S. Orthopedics,GMP,1388744.0,Allotted,2024,State Cousnselling,Karnataka,Round 2,Chitradurga
4081,29770,M26PD3,"Vydehi Institute of Medical Science and Research Centre ,No. 82,EPIP Area, Nallurahalli,Mahadevpura, White Field Road,Bangalore",M.S. Orthopedics,GMP,1388744.0,Allotted,2024,State Cousnselling,Karnataka,Round 2,Bangalore
4082,29772,M04GD2,"Vijayanagar Institute of Medical Sciences ,Bellary",M.S. ENT,2AH,124150.0,Allotted,2024,State Cousnselling,Karnataka,Round 2,Bellary
4083,29778,M52GD4,"Akash Institute of Medical Sciences and Research Centre,Bangalore",M.D. Anaesthesia,GM,783858.0,Allotted,2024,State Cousnselling,Karnataka,Round 2,Bangalore
4084,29794,M26PD5,"Vydehi Institute of Medical Science and Research Centre ,No. 82,EPIP Area, Nallurahalli,Mahadevpura, White Field Road,Bangalore",M.S. General Surgery,ME,1388744.0,Allotted,2024,State Cousnselling,Karnataka,Round 2,Bangalore
4085,29803,M15PD6,"M.S.Ramaiah Medical College ,MSR Nagar, MSRIT Post,Mathikere,Bangalore",M.S. Obstetrics and Gynecology,OPN,5040750.0,Allotted,2024,State Cousnselling,Karnataka,Round 2,Bangalore
4086,29850,M25PD5,"Father Muller Institute of Med. Education and Research ,Father Muller Road,Kankanady,Mangalore",M.S. General Surgery,MC,1388744.0,Allotted,2024,State Cousnselling,Karnataka,Round 2,Mangalore
4087,29919,M14PD1,"Jaya Jagadguru Murugharajendra Medical College ,Davangere",M.S. Opthalamology,GMP,1388744.0,Allotted,2024,State Cousnselling,Karnataka,Round 2,Davangere
4088,29920,M53GC1,"The Oxford Medical College Hospital and Research Center,Bangalore",M.D. Dermatology,STG,783858.0,Allotted,2024,State Cousnselling,Karnataka,Round 2,Bangalore
4089,29936,M52GC9,"Akash Institute of Medical Sciences and Research Centre,Bangalore",M.D Emergency Medicine,GM,783858.0,Allotted,2024,State Cousnselling,Karnataka,Round 2,Bangalore
4090,29946,M26PD5,"Vydehi Institute of Medical Science and Research Centre ,No. 82,EPIP Area, Nallurahalli,Mahadevpura, White Field Road,Bangalore",M.S. General Surgery,ME,1388744.0,Allotted,2024,State Cousnselling,Karnataka,Round 2,Bangalore
4091,29952,M25GD4,"Father Muller Institute of Med. Education and Research ,Father Muller Road,Kankanady,Mangalore",M.D. Anaesthesia,2AG,783858.0,Allotted,2024,State Cousnselling,Karnataka,Round 2,Mangalore
4092,29983,M08GD2,"Shimoga Institute of Medical Sciences ,Sagar Road,Shimoga",M.S. ENT,2AG,124150.0,Allotted,2024,State Cousnselling,Karnataka,Round 2,Shimoga
4093,29989,M46PD3,"B G S Global Institute of Medical Sciences,Bangalore",M.S. Orthopedics,GMP,1388744.0,Allotted,2024,State Cousnselling,Karnataka,Round 2,Bangalore
4094,29995,M47GD2,"Srinivas Institute of Medical Science and Research Centre,Shrinivasanagara,Mukka, Surathkal,Mangalore",M.S. ENT,GM,808858.0,Allotted,2024,State Cousnselling,Karnataka,Round 2,Mangalore
4095,30047,M52GD5,"Akash Institute of Medical Sciences and Research Centre,Bangalore",M.S. General Surgery,2AG,783858.0,Allotted,2024,State Cousnselling,Karnataka,Round 2,Bangalore
